Name,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Country or Region,Organization Type
Consejo Superior de Investigaciones Cientificas (CSIC),203,117,15.763546798029557,253,0.9729379310344828,SPAIN,Research Council
University of Waterloo,202,545,41.089108910891085,255,1.6547747524752474,CANADA,Academic
University of London School Oriental & African Studies (SOAS),202,337,37.62376237623762,255,1.8076123762376237,ENGLAND,Academic
University of Lausanne,201,279,43.28358208955223,257,1.2443716417910449,SWITZERLAND,Academic
University of Reading,201,387,44.27860696517413,257,2.030231343283582,ENGLAND,Academic
University of Connecticut,200,649,60.0,259,2.022316,USA,Academic
University of Hong Kong,200,494,40.0,259,2.2263085,HONG KONG,Academic
University of Oklahoma System,200,603,47.5,259,2.04789,USA,Academic System
University of St Thomas Minnesota,199,185,27.1356783919598,262,1.1074567839195981,USA,Academic
Dublin City University,199,251,30.65326633165829,262,0.8615562814070352,IRELAND,Academic
Universidade Federal do Rio de Janeiro,197,76,16.243654822335024,264,0.32161675126903555,BRAZIL,Academic
Universidade de Lisboa,196,153,31.122448979591837,265,0.6993576530612245,PORTUGAL,Academic
University of Cape Town,196,556,51.02040816326531,265,2.2226994897959185,SOUTH AFRICA,Academic
Max Planck Society,196,296,41.83673469387755,265,1.4344795918367348,GERMANY (FED REP GER),Nonprofit
University of Illinois Urbana-Champaign,195,309,34.87179487179487,268,1.6190082051282053,USA,Academic
University of Turku,195,522,46.15384615384615,268,1.6590358974358974,FINLAND,Academic
University of Oklahoma - Norman,195,585,46.666666666666664,268,2.044796923076923,USA,Academic
University of Liverpool,194,428,44.84536082474227,271,1.9666247422680414,ENGLAND,Academic
University of Freiburg,193,255,34.196891191709845,272,1.3900637305699484,GERMANY (FED REP GER),Academic
University of Bucharest,191,133,21.98952879581152,273,0.5363020942408377,ROMANIA,Academic
University of Erlangen Nuremberg,191,193,26.701570680628272,273,0.768224607329843,GERMANY (FED REP GER),Academic
Georgia State University,190,484,51.05263157894737,275,1.8732231578947367,USA,Academic
DePaul University,190,210,32.10526315789474,275,0.9580352631578948,USA,Academic
University of Illinois Chicago,190,418,43.15789473684211,275,1.422004210526316,USA,Academic
University of Illinois Chicago Hospital,190,418,43.15789473684211,275,1.422004210526316,USA,Health
University of Miami,189,483,51.85185185185185,279,1.7056407407407408,USA,Academic
Purdue University System,189,533,53.43915343915344,279,1.7747095238095238,USA,Academic System
Syracuse University,188,314,42.5531914893617,281,1.489794680851064,USA,Academic
Wheaton College,187,151,26.737967914438503,282,0.6082716577540107,USA,Academic
Southern Methodist University,187,95,17.11229946524064,282,0.4615283422459893,USA,Academic
University of Southern Denmark,187,384,44.38502673796791,282,1.6725844919786097,DENMARK,Academic
Delft University of Technology,187,903,65.24064171122996,282,5.417485561497327,NETHERLANDS,Academic
